id	file	offset	budget	same_as	jp	kr
SYS04602	SSCR.BIN	0xBADF0	74	SYS04456	　と思ったら、アネさん、\n　もう仲間はいっぱいみてえですね。\n　こりゃ残念。	그런데 보니까 누님,\n　벌써 동료는 가득인 것 같네요.\n　이거 아쉽네.
SYS04603	SSCR.BIN	0xBAE54	20	SCR01454	ヘイジ「いやっほー!!	헤이지「이야호~!!
SYS04604	SSCR.BIN	0xBAE91	35	SCR01448	　\n　　　　　ヘイジが仲間になった。	\n　　　　　헤이지가 동료가 되었다.
SYS04605	SSCR.BIN	0xBAEC1	18	SCR01456	ヘイジ「そんな～。	헤이지「그런~。
SYS04606	SSCR.BIN	0xBAEE9	104	SYS04460	バリバリ「ワガハイはエレキ箱芸術家だ。\n　そこな娘御。ワガハイに出来る事あれば\n　格安で引き受けてやるぞ。	바리바리「이 몸은 에레키 상자 예술가다.\n　거기 아가씨. 이 몸이 할 수 있는 일이 있다면\n　저렴하게 맡아주지.
SYS04607	SSCR.BIN	0xBAF55	57	SYS04461	　……商売なぞ本意ではないが\n　これも芸術の糧のため……。	……장사 따위는 본의가 아니다만\n　이 또한 예술의 양식을 위해서……。
SYS04608	SSCR.BIN	0xBAF9D	74	SYS04462	バリバリ「なにか買ってゆくが良い。\n　それともエレキ箱の修理・改造が必要か?	바리바리「뭔가 사가도록 하라.\n　아니면 에레키 상자 수리·개조가 필요한가?
SYS04609	SSCR.BIN	0xBB04E	20	SYS04463	バリバリ「さらばだ。	바리바리「잘 가거라.
SYS04610	SSCR.BIN	0xBB13D	43	SYS04464	バリバリ「なんだ、\n　金が足りぬではないか。	바리바리「뭐냐,\n　돈이 부족하지 않느냐.
SYS04611	SSCR.BIN	0xBB174	20	SYS04465	どれも至高の芸術品だ	어느 것이든 최고의 예술품이다
SYS04612	SSCR.BIN	0xBB189	22	SYS04466	どれでも修理してやろう	어느 것이든 수리해주지
SYS04613	SSCR.BIN	0xBB1A0	17	SYS04467	どれから外すのだ?	어느 것부터 뗄 것이냐?
SYS04614	SSCR.BIN	0xBB200	19	SYS04468	エレキ箱 %d個だな。	에레키 상자 %d개로군.
SYS04615	SSCR.BIN	0xBB21E	8	SYS04469	%sだな。	%s로군.
SYS04616	SSCR.BIN	0xBB230	14	SYS04470	しょうがない、	어쩔 수 없군,
SYS04617	SSCR.BIN	0xBB244	24	SYS04471	%dギタンで売ってやろう。	%d기탄에 팔아주지.
SYS04618	SSCR.BIN	0xBB26F	18	SYS04472	バリバリ「なんだ、	바리바리「뭐냐,
SYS04619	SSCR.BIN	0xBB284	26	SYS04473	　持ち物が一杯ではないか。	짐이 가득 차지 않았느냐.
SYS04620	SSCR.BIN	0xBB2AB	38	SYS04474	　それでは外したパーツを受け取れぬぞ。	그래서는 뗀 파츠를 받을 수 없다.
SYS04621	SSCR.BIN	0xBB2F4	16	SYS04475	バリバリ「ほれ、	바리바리「자,
SYS04622	SSCR.BIN	0xBB307	24	SYS04476	　ありがたく思うがよい。	고맙게 여기도록 하라.
SYS04623	SSCR.BIN	0xBB34C	34	SYS04477	バリバリ「なんだ、壊れたエレキ箱を	바리바리「뭐냐, 부서진 에레키 상자를
SYS04624	SSCR.BIN	0xBB371	26	SYS04478	　持っておらぬではないか。	가지고 있지 않지 않느냐.
SYS04625	SSCR.BIN	0xBB391	32	SYS04479	バリバリ「なんだ、パーツをつけた	바리바리「뭐냐, 파츠를 붙인
SYS04626	SSCR.BIN	0xBB3B4	36	SYS04480	　エレキ箱を持っておらぬではないか。	에레키 상자를 가지고 있지 않지 않느냐.
SYS04627	SSCR.BIN	0xBB3F1	8	SYS04469	%sだな。	%s로군.
SYS04628	SSCR.BIN	0xBB403	22	SYS04482	%dギタンで修理するか？	%d기탄에 수리할 텐가?
SYS04629	SSCR.BIN	0xBB436	6	SCR00725	%sから	%s에서
SYS04630	SSCR.BIN	0xBB458	13	SYS04484	を外すのだな?	를 뗄 것이냐?
SYS04631	SSCR.BIN	0xBB47D	31	SYS04485	バリバリ「よし、\n　しばし待て。	바리바리「좋다,\n　잠시 기다려라.
SYS04632	SSCR.BIN	0xBB5D6	20	SYS04486	バリバリ「できたぞ。	바리바리「다 됐다.
SYS04633	SSCR.BIN	0xBB5ED	18	SYS04487	　受けとるがよい。	받도록 하라.
SYS04634	SSCR.BIN	0xBCBE8	10		番犬隊だ！	파수견 무리다!
SYS04635	SSCR.BIN	0xBCBFF	12		盗賊番隊だ！	도적 감시대다!
SYS04636	SSCR.BIN	0xBCC18	20		モンスターハウスだ！	몬스터 하우스다!
SYS04637	SSCR.BIN	0xBCC39	18		ゴーストハウスだ！	고스트 하우스다!
SYS04638	SSCR.BIN	0xBCC58	16		パワーハウスだ！	파워 하우스다!
SYS04639	SSCR.BIN	0xBCC75	18		ドレインハウスだ！	드레인 하우스다!
SYS04640	SSCR.BIN	0xBCC94	16		一ツ目ハウスだ！	외눈 하우스다!
SYS04641	SSCR.BIN	0xBCCB1	14		水中ハウスだ！	수중 하우스다!
SYS04642	SSCR.BIN	0xBCCCC	18		ドラゴンハウスだ！	드래곤 하우스다!
SYS04643	SSCR.BIN	0xBCCEB	16		投げ物ハウスだ！	투척물 하우스다!
SYS04644	SSCR.BIN	0xBCD08	18		マジックハウスだ！	매직 하우스다!
SYS04645	SSCR.BIN	0xBCDB7	28		しかし、遠くがよく見えない！	하지만 멀리가 잘 보이지 않는다!
SYS04646	SSCR.BIN	0xBD13D	16		ＲＭＡＰじゃない	RMAP이 아니다
SYS04647	SSCR.BIN	0xBD15F	10		普通の地形	평범한 지형
SYS04648	SSCR.BIN	0xBD17B	6	SYS02178	大部屋	큰 방
SYS04649	SSCR.BIN	0xBD193	6		２部屋	방 2개
SYS04650	SSCR.BIN	0xBD1AB	6		４部屋	방 4개
SYS04651	SSCR.BIN	0xBD1C3	10		内周ループ	내주 루프
SYS04652	SSCR.BIN	0xBD1DF	10		外周ループ	외주 루프
SYS04653	SSCR.BIN	0xBD1FB	8		一筆書き	한붓그리기
SYS04654	SSCR.BIN	0xBD215	8		左右分割	좌우 분할
SYS04655	SSCR.BIN	0xBD22F	12		ワープルーム	워프룸
SYS04656	SSCR.BIN	0xBD24D	8		巨大迷路	거대 미로
SYS04657	SSCR.BIN	0xBD267	10		大部屋＋岩	큰 방+바위
SYS04658	SSCR.BIN	0xBD283	10		大部屋＋谷	큰 방+계곡
SYS04659	SSCR.BIN	0xBD29F	9		大部屋+水	큰 방+물
SYS04660	SSCR.BIN	0xBD2BA	6		中部屋	중간 방
SYS04661	SSCR.BIN	0xBD2D2	10		ヘッドオン	헤드온
SYS04662	SSCR.BIN	0xBD2EE	12		生える小部屋	생성되는 작은 방
SYS04663	SSCR.BIN	0xBD30C	8		鉄アレイ	아령형
SYS04664	SSCR.BIN	0xBD31C	8		謎な地形	수수께끼 지형
SYS04665	SSCR.BIN	0xBE0B6	24		ダンジョンシード     %5d	던전 시드     %5d
SYS04666	SSCR.BIN	0xBE0E8	20		ダンジョンタイム  %s	던전 타임  %s
SYS04667	SSCR.BIN	0xBE118	20		トータルタイム　  %s	토탈 타임　  %s
SYS04668	SSCR.BIN	0xBE15E	28		進行フロア　　　    %6d  %5d	진행 층　　　    %6d  %5d
SYS04669	SSCR.BIN	0xBE1AC	28		ターントータル　    %6d  %5d	턴 토탈　    %6d  %5d
SYS04670	SSCR.BIN	0xBE1EF	28		持ち込み値段　　    %6d  %5d	반입 가격　　    %6d  %5d
SYS04671	SSCR.BIN	0xBE232	28		武盾値段トータル    %6d  %5d	무기방패 가격 토탈    %6d  %5d
SYS04672	SSCR.BIN	0xBE26B	23		取得経験値　　　    %6d	취득 경험치　　　    %6d
SYS04673	SSCR.BIN	0xBE28A	23		スコアトータル　    %6d	스코어 토탈　    %6d
SYS04674	SSCR.BIN	0xBFD24	6		テスト	테스트
SYS04675	SSCR.BIN	0xBFD2B	8		デバッグ	디버그
SYS04676	SSCR.BIN	0xBFD34	10		天輪国初級	천륜국 초급
SYS04677	SSCR.BIN	0xBFD3F	10		天輪国上級	천륜국 상급
SYS04678	SSCR.BIN	0xBFD4A	12	SYS04333	鋼賀の隠し穴	코가의 숨은 굴
SYS04679	SSCR.BIN	0xBFD57	6		祭来国	사이라이국
SYS04680	SSCR.BIN	0xBFD5E	16	SYS04336	カカ・ルーの試練	카카・루의 시련
SYS04681	SSCR.BIN	0xBFD6F	12	SYS04339	ギトーの試練	기토의 시련
SYS04682	SSCR.BIN	0xBFD7C	12	SYS04341	ドラスの試練	드라스의 시련
SYS04683	SSCR.BIN	0xBFD89	12	SYS04337	ブフーの試練	부후의 시련
SYS04684	SSCR.BIN	0xBFD96	12	SYS04340	ムラドの試練	무라도의 시련
SYS04685	SSCR.BIN	0xBFDA3	12	SYS04335	クロンの試練	크론의 시련
SYS04686	SSCR.BIN	0xBFDB0	12	SYS04334	リーバの試練	리바의 시련
SYS04687	SSCR.BIN	0xBFDBD	10	SYS04328	星華の大筒	성화의 대통
SYS04688	SSCR.BIN	0xBFDC8	6	SYS04330	白蛇島	백사도
SYS04689	SSCR.BIN	0xBFDCF	10	SYS03244	十六夜の里	이자요이 마을
SYS04690	SSCR.BIN	0xBFDDA	10	SYS03245	八神楽の森	야카구라 숲
SYS04691	SSCR.BIN	0xC0DB5	39		a\x0CGetRndPos err\nルームではない場所。\n%s	aGetRndPos err\n방이 아닌 장소.\n%s
SYS04692	SSCR.BIN	0xC35DE	36		もっていたおにぎりが やけてしまった!	가지고 있던 주먹밥이 타버렸다!
SYS04693	SSCR.BIN	0xC383A	21		%sに ヒビが はいった!	%s에 금이 갔다!
SYS04694	SSCR.BIN	0xC38F3	22	SYS00017	%sは こわれてしまった!	%s는 부서지고 말았다!
SYS04695	SSCR.BIN	0xC391E	17		こわれてしまった!	부서지고 말았다!
SYS04696	SSCR.BIN	0xC4452	20		装備が共鳴しだした！	장비가 공명하기 시작했다!
SYS04697	SSCR.BIN	0xC4469	26		なにか 効果が あるようだ。	뭔가 효과가 있는 것 같다.
SYS04698	SSCR.BIN	0xC49CB	16		装備していた%sの	장착하고 있던 %s의
SYS04699	SSCR.BIN	0xC49E2	14		呪いがとけた！	저주가 풀렸다!
SYS04700	SSCR.BIN	0xC4A5C	22		装備していたアイテムの	장착하고 있던 아이템의
SYS04701	SSCR.BIN	0xC4A75	14	SYS04699	呪いがとけた！	저주가 풀렸다!
SYS04702	SSCR.BIN	0xC4AEE	18		すべてのアイテムの	모든 아이템의
SYS04703	SSCR.BIN	0xC4B03	14	SYS04699	呪いがとけた！	저주가 풀렸다!
SYS04704	SSCR.BIN	0xC4F78	12	SYS01665	ケロケロの雨	개굴개굴의 비
SYS04705	SSCR.BIN	0xC4F85	12	SYS01719	デロデロの湯	흐물흐물의 온천
SYS04706	SSCR.BIN	0xC4F92	12	SYS01713	召喚スイッチ	소환 스위치
SYS04707	SSCR.BIN	0xC4F9F	8		催眠ガス	최면 가스
SYS04708	SSCR.BIN	0xC4FAA	16		バネ(素材足らず)	스프링(소재 부족)
SYS04709	SSCR.BIN	0xC4FBB	12		落石スイッチ	낙석 스위치
SYS04710	SSCR.BIN	0xC4FC8	4	SYS01715	地雷	지뢰
SYS04711	SSCR.BIN	0xC4FCD	8	SYS01717	大型地雷	대형 지뢰
SYS04712	SSCR.BIN	0xC4FD8	14		大落石スイッチ	대낙석 스위치
SYS04713	SSCR.BIN	0xC4FE7	16	SYS01687	イガイガボトボト	따끔따끔 뚝뚝
SYS04714	SSCR.BIN	0xC4FF8	12		水滴ぽっとん	물방울 뚝
SYS04715	SSCR.BIN	0xC5005	8		装備外し	장비 해제
SYS04716	SSCR.BIN	0xC500E	4		警報	경보
SYS04717	SSCR.BIN	0xC5015	12		だいもテスト	다이모 테스트
SYS04718	SSCR.BIN	0xC5022	6		火炎草	화염초
SYS04719	SSCR.BIN	0xC502B	8		巻物使用	두루마리 사용
SYS04720	SSCR.BIN	0xC5034	14	SYS01513	いかずちの巻物	벼락의 두루마리
SYS04721	SSCR.BIN	0xC5043	14		天の恵みの巻物	하늘의 축복 두루마리
SYS04722	SSCR.BIN	0xC5052	14		地の恵みの巻物	땅의 축복 두루마리
SYS04723	SSCR.BIN	0xC5061	10		爆睡の巻物	숙면의 두루마리
SYS04724	SSCR.BIN	0xC506C	12	SYS01455	メッキの巻物	도금의 두루마리
SYS04725	SSCR.BIN	0xC5079	12		お払いの巻物	액막이 두루마리
SYS04726	SSCR.BIN	0xC5086	12		水枯れの巻物	물마름의 두루마리
SYS04727	SSCR.BIN	0xC5093	8		杖を振る	지팡이를 휘두르다
SYS04728	SSCR.BIN	0xC509C	10	SYS01355	ドラゴン草	드래곤초
SYS04729	SSCR.BIN	0xC50A7	6		目薬草	안약초
SYS04730	SSCR.BIN	0xC50AE	6	SYS01357	無敵草	무적초
SYS04731	SSCR.BIN	0xC50B5	6		復活草	부활초
SYS04732	SSCR.BIN	0xC50BC	4		消毒	소독
SYS04733	SSCR.BIN	0xC50C1	12		ジェノサイド	제노사이드
SYS04734	SSCR.BIN	0xC50CE	12		パワーアップ	파워업
SYS04735	SSCR.BIN	0xC50DB	12		レベルアップ	레벨업
SYS04736	SSCR.BIN	0xC50E8	12		レベルダウン	레벨다운
SYS04737	SSCR.BIN	0xC50F5	12		イカズチの杖	벼락의 지팡이
SYS04738	SSCR.BIN	0xC5102	12		イカズチの壁	벼락의 벽
SYS04739	SSCR.BIN	0xC510F	10		盾カウンタ	방패 카운터
SYS04740	SSCR.BIN	0xC511A	6		倍速化	배속화
SYS04741	SSCR.BIN	0xC5123	6		壁掘り	벽 파기
SYS04742	SSCR.BIN	0xC512A	12		魔法の壁衝突	마법의 벽 충돌
SYS04743	SSCR.BIN	0xC5137	14		マジックミラー	매직 미러
SYS04744	SSCR.BIN	0xC5146	16		投げた草が当たる	던진 풀이 맞다
SYS04745	SSCR.BIN	0xC5159	16		デブータ石壊れる	데부타 돌 부서짐
SYS04746	SSCR.BIN	0xC516A	8	SYS00672	ムーロン	무론
SYS04747	SSCR.BIN	0xC5173	12		ドラゴンの炎	드래곤의 불꽃
SYS04748	SSCR.BIN	0xC5180	16		オヤジ戦車弾爆風	오야지 전차탄 폭풍
SYS04749	SSCR.BIN	0xC5193	14		斧クリティカル	도끼 크리티컬
SYS04750	SSCR.BIN	0xC51A2	10		しっぽ土煙	꼬리 흙먼지
SYS04751	SSCR.BIN	0xC51AF	16		オヤジ戦車弾発射	오야지 전차탄 발사
SYS04752	SSCR.BIN	0xC51C2	14		煙（ンドゥパ）	연기(은두파)
SYS04753	SSCR.BIN	0xC51D1	10		杖チャージ	지팡이 충전
SYS04754	SSCR.BIN	0xC51DE	6		魔法弾	마법탄
SYS04755	SSCR.BIN	0xC51E5	12		ケンゴウ闘気	검호 투기
SYS04756	SSCR.BIN	0xC51F2	12		プッチフェニ	풋치페니
SYS04757	SSCR.BIN	0xC5201	6	SYS01324	手裏剣	수리검
SYS04758	SSCR.BIN	0xC5208	10		ヨセガエル	요세가에루
SYS04759	SSCR.BIN	0xC5213	22		アイアンヘッド　あたま	아이언헤드　머리
SYS04760	SSCR.BIN	0xC522A	26		ンドゥバ、生首を回す　ノ巻	은두바, 잘린 목을 돌리다　편
SYS04761	SSCR.BIN	0xC5245	16		にぎり変化ブレス	주먹밥 변화 브레스
SYS04762	SSCR.BIN	0xC5256	10		プルン電気	푸룬 전기
SYS04763	SSCR.BIN	0xC5263	14		ねむりーびーム	잠재우기 빔
SYS04764	SSCR.BIN	0xC5272	10		おしべ花粉	수술 꽃가루
SYS04765	SSCR.BIN	0xC527D	8		うしわか	우시와카
SYS04766	SSCR.BIN	0xC5286	14		死の宣告（始め	죽음의 선고(시작
SYS04767	SSCR.BIN	0xC5295	14		死の宣告（実行	죽음의 선고(실행
SYS04768	SSCR.BIN	0xC52A4	18		ケンゴウピカーン？	검호 번쩍？
SYS04769	SSCR.BIN	0xC52B7	14		プルン電気ミニ	푸룬 전기 미니
SYS04770	SSCR.BIN	0xC52C6	10		首領パッチ	두목 팟치
SYS04771	SSCR.BIN	0xC52D3	16		ジンパチの魔闘気	진파치의 마투기
SYS04772	SSCR.BIN	0xC52E6	16		タイムアップ風１	타임업 바람1
SYS04773	SSCR.BIN	0xC52F7	16		タイムアップ風２	타임업 바람2
SYS04774	SSCR.BIN	0xC5308	16		タイムアップ風３	타임업 바람3
SYS04775	SSCR.BIN	0xC5319	20		ミナモの木の葉がくれ	미나모의 나뭇잎 은신
SYS04776	SSCR.BIN	0xC532E	20		十六夜の川の環境汚染	이자요이 강의 환경 오염
SYS04777	SSCR.BIN	0xC5343	28		毒の光の粒が空から振ってくる	독의 빛 알갱이가 하늘에서 쏟아진다
SYS04778	SSCR.BIN	0xC536A	6		が光る	이 빛나다
SYS04779	SSCR.BIN	0xC5371	10		天守閣振動	천수각 진동
SYS04780	SSCR.BIN	0xC537C	16		ジンパチの光包み	진파치의 빛 감싸기
SYS04781	SSCR.BIN	0xC538D	18		シレン茂みに隠れる	시렌 수풀에 숨다
SYS04782	SSCR.BIN	0xC53A0	16		ラグーン吸い込み	라군 흡입
SYS04783	SSCR.BIN	0xC53B3	12		ラグーン出現	라군 출현
SYS04784	SSCR.BIN	0xC53C0	12		クーフク出現	쿠우후쿠 출현
SYS04785	SSCR.BIN	0xC53CD	12		ネムリー出現	네무리 출현
SYS04786	SSCR.BIN	0xC53DA	12		アクィラ出現	아퀼라 출현
SYS04787	SSCR.BIN	0xC53E7	22		銅像がポントに変化する	동상이 폰토로 변화한다
SYS04788	SSCR.BIN	0xC53FE	18		法師の杖がピカーン	법사의 지팡이가 번쩍
SYS04789	SSCR.BIN	0xC5411	18		笠女がティナに変身	삿갓여인이 티나로 변신
SYS04790	SSCR.BIN	0xC5424	10		コヨリ憤死	코요리 분사(憤死)
SYS04791	SSCR.BIN	0xC542F	16		コヨリ八神楽放火	코요리 야카구라 방화
SYS04792	SSCR.BIN	0xC5440	16		コヨリ七天京放火	코요리 칠천경 방화
SYS04793	SSCR.BIN	0xC5451	10		できてない	안 됨
SYS04794	SSCR.BIN	0xC545C	16		コヨリの魂が飛ぶ	코요리의 영혼이 날다
SYS04795	SSCR.BIN	0xC546D	16		毒の粉が吹き出す	독가루가 뿜어져 나오다
SYS04796	SSCR.BIN	0xC547E	16		まだできてません	아직 안 됐음
SYS04797	SSCR.BIN	0xC548F	12		黒雷仙女出現	흑뢰선녀 출현
SYS04798	SSCR.BIN	0xC549C	24		ジンパチ光に包まれ大慌て	진파치 빛에 휩싸여 대혼란
SYS04799	SSCR.BIN	0xC54B5	12		できてません	안 됐음
SYS04800	SSCR.BIN	0xC54C2	20		まったくできてません	전혀 안 됐음
SYS04801	SSCR.BIN	0xC54D7	16		コヨリの魂が墜落	코요리의 영혼이 추락
SYS04802	SSCR.BIN	0xC54E8	16		アイテム食べ開く	아이템 먹기 열림
SYS04803	SSCR.BIN	0xC54F9	24		アイテム食べ開きっぱなし	아이템 먹기 열린 채로
SYS04804	SSCR.BIN	0xC5512	18		アイテム食べ閉じる	아이템 먹기 닫힘
SYS04805	SSCR.BIN	0xC5525	24		遠景でメイオウラン枯れる	원경에서 명왕란 시들다
SYS04806	SSCR.BIN	0xC553E	24		メイオウランの根元枯れる	명왕란 뿌리 부분 시들다
SYS04807	SSCR.BIN	0xC5559	4	SYS02195	聖域	성역
SYS04808	SSCR.BIN	0xC555E	8		ヒ ミ ツ	비 밀
SYS04809	SSCR.BIN	0xC5567	18		杖を振る（出始め）	지팡이를 휘두르다(시작 부분)
SYS04810	SSCR.BIN	0xC557A	8		ヒ ミ ズ	히 미 즈
SYS04811	SSCR.BIN	0xC5585	8		れ出す光	흘러나오는 빛
SYS04812	SSCR.BIN	0xC558E	12		秘技発動共通	비기 발동 공통
SYS04813	SSCR.BIN	0xC559B	8	SYS02041	猫だまし	고양이 속임수
SYS04814	SSCR.BIN	0xC55A4	14		パイロキネシス	파이로키네시스
SYS04815	SSCR.BIN	0xC55B3	10		ｏｂｊ炎上	obj 화염
SYS04816	SSCR.BIN	0xC55C0	14		封鬼岩破壊後半	봉귀암 파괴 후반
SYS04817	SSCR.BIN	0xC55CF	16		コヨリの魂が廻る	코요리의 영혼이 돌다
SYS04818	SSCR.BIN	0xC55E0	16		黒雷仙女連続稲妻	흑뢰선녀 연속 번개
SYS04819	SSCR.BIN	0xC55F1	16		黒雷仙女デカ稲妻	흑뢰선녀 대형 번개
SYS04820	SSCR.BIN	0xC5602	16		シュリケンカカカ	슈리켄 카카카
SYS04821	SSCR.BIN	0xC5613	10		仙女封印１	선녀 봉인1
SYS04822	SSCR.BIN	0xC561E	10		仙女封印２	선녀 봉인2
SYS04823	SSCR.BIN	0xC5629	10		仙女封印３	선녀 봉인3
SYS04824	SSCR.BIN	0xC5634	14		法師杖光る（前	법사 지팡이 빛나다(전
